observation_id,metric_id,firm_network,entity_id,entity_name,entity_scope,jurisdiction,geography_original,geography_canonical,service_line_original,service_line_canonical,industry_original,industry_canonical,client_id,period_start,period_end,fiscal_year_label,calendar_year,as_of_date,value_original_text,value_numeric,value_low,value_high,unit_original,unit_canonical,scale_original,currency_original,value_in_original_currency,value_usd_nominal,value_usd_constant_price,fx_rate_used,fx_rate_type,inflation_index_used,observation_status,reported_calculated_proxy_or_estimate,definition_from_source,formula_or_transformation,numerator_observation_ids,denominator_observation_ids,sample_size,population_size,source_id,source_locator,source_excerpt,extraction_method,comparability_score,confidence_score,quality_flag,revision_flag,supersedes_observation_id,researcher_notes
obs_ey_revenue_growth_reported_fy24,global_revenue_growth_reported,EY,ent_ey_global,EY global organization,global_network,Global,,,,,,,,2023-07-01,2024-06-30,FY2024,2024,,3.8%,3.8,,,%,percent,percent,,,,,,,,reported,reported,Year-over-year combined global revenue growth measured in reported US dollars.,,,,,,src_ey_fy24,EY FY24 June YTD Global revenues and headcount tables; Basis of presentation,Reported US-dollar growth | 3.8%,manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_growth_reported_fy25,global_revenue_growth_reported,EY,ent_ey_global,EY global organization,global_network,Global,,,,,,,,2024-07-01,2025-06-30,FY2025,2025,,3.9%,3.9,,,%,percent,percent,,,,,,,,reported,reported,Year-over-year combined global revenue growth measured in reported US dollars.,,,,,,src_ey_fy25,EY FY25 June YTD Global revenues and headcount tables; Basis of presentation,Reported US-dollar growth | 3.9%,manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy15_assurance,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Assurance,assurance,,,,2014-07-01,2015-06-30,FY2015,2015,,"US$11,348 million",11348,,,US$ millions,USD_millions,millions,USD,11348,11348,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy15,FY15 financial information and headcount tables; basis note,"Assurance | US$11,348m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy15_tax,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Tax,tax,,,,2014-07-01,2015-06-30,FY2015,2015,,"US$7,487 million",7487,,,US$ millions,USD_millions,millions,USD,7487,7487,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy15,FY15 financial information and headcount tables; basis note,"Tax | US$7,487m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy15_consulting,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Advisory,consulting,,,,2014-07-01,2015-06-30,FY2015,2015,,"US$7,285 million",7285,,,US$ millions,USD_millions,millions,USD,7285,7285,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy15,FY15 financial information and headcount tables; basis note,"Advisory | US$7,285m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy15_strategy_and_transactions,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Transaction Advisory Services,strategy_and_transactions,,,,2014-07-01,2015-06-30,FY2015,2015,,"US$2,535 million",2535,,,US$ millions,USD_millions,millions,USD,2535,2535,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy15,FY15 financial information and headcount tables; basis note,"Transaction Advisory Services | US$2,535m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy16_assurance,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Assurance,assurance,,,,2015-07-01,2016-06-30,FY2016,2016,,"US$11,301 million",11301,,,US$ millions,USD_millions,millions,USD,11301,11301,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy16,EY FY16 global revenues and headcount tables; basis note,"Assurance | US$11,301m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy16_tax,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Tax,tax,,,,2015-07-01,2016-06-30,FY2016,2016,,"US$7,751 million",7751,,,US$ millions,USD_millions,millions,USD,7751,7751,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy16,EY FY16 global revenues and headcount tables; basis note,"Tax | US$7,751m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy16_consulting,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Advisory,consulting,,,,2015-07-01,2016-06-30,FY2016,2016,,"US$7,846 million",7846,,,US$ millions,USD_millions,millions,USD,7846,7846,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy16,EY FY16 global revenues and headcount tables; basis note,"Advisory | US$7,846m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy16_strategy_and_transactions,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Transaction Advisory Services,strategy_and_transactions,,,,2015-07-01,2016-06-30,FY2016,2016,,"US$2,728 million",2728,,,US$ millions,USD_millions,millions,USD,2728,2728,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy16,EY FY16 global revenues and headcount tables; basis note,"Transaction Advisory Services | US$2,728m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy17_assurance,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Assurance,assurance,,,,2016-07-01,2017-06-30,FY2017,2017,,"US$11,632 million",11632,,,US$ millions,USD_millions,millions,USD,11632,11632,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy17,"EY revenues by service line, geographic area and headcount tables; basis note","Assurance | US$11,632m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy17_tax,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Tax,tax,,,,2016-07-01,2017-06-30,FY2017,2017,,"US$8,179 million",8179,,,US$ millions,USD_millions,millions,USD,8179,8179,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy17,"EY revenues by service line, geographic area and headcount tables; basis note","Tax | US$8,179m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy17_consulting,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Advisory,consulting,,,,2016-07-01,2017-06-30,FY2017,2017,,"US$8,526 million",8526,,,US$ millions,USD_millions,millions,USD,8526,8526,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy17,"EY revenues by service line, geographic area and headcount tables; basis note","Advisory | US$8,526m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy17_strategy_and_transactions,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Transaction Advisory Services,strategy_and_transactions,,,,2016-07-01,2017-06-30,FY2017,2017,,"US$3,067 million",3067,,,US$ millions,USD_millions,millions,USD,3067,3067,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy17,"EY revenues by service line, geographic area and headcount tables; basis note","Transaction Advisory Services | US$3,067m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy18_assurance,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Assurance,assurance,,,,2017-07-01,2018-06-30,FY2018,2018,,"US$12,534 million",12534,,,US$ millions,USD_millions,millions,USD,12534,12534,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy18,"EY revenues by service line, geographic area and headcount tables; basis note","Assurance | US$12,534m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy18_tax,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Tax,tax,,,,2017-07-01,2018-06-30,FY2018,2018,,"US$8,995 million",8995,,,US$ millions,USD_millions,millions,USD,8995,8995,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy18,"EY revenues by service line, geographic area and headcount tables; basis note","Tax | US$8,995m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy18_consulting,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Advisory,consulting,,,,2017-07-01,2018-06-30,FY2018,2018,,"US$9,621 million",9621,,,US$ millions,USD_millions,millions,USD,9621,9621,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy18,"EY revenues by service line, geographic area and headcount tables; basis note","Advisory | US$9,621m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy18_strategy_and_transactions,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Transaction Advisory Services,strategy_and_transactions,,,,2017-07-01,2018-06-30,FY2018,2018,,"US$3,622 million",3622,,,US$ millions,USD_millions,millions,USD,3622,3622,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy18,"EY revenues by service line, geographic area and headcount tables; basis note","Transaction Advisory Services | US$3,622m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy19_assurance,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Assurance,assurance,,,,2018-07-01,2019-06-30,FY2019,2019,,"US$12,646 million",12646,,,US$ millions,USD_millions,millions,USD,12646,12646,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy19,"EY revenues by service line, geographic area and headcount tables; basis note","Assurance | US$12,646m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy19_tax,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Tax,tax,,,,2018-07-01,2019-06-30,FY2019,2019,,"US$9,460 million",9460,,,US$ millions,USD_millions,millions,USD,9460,9460,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy19,"EY revenues by service line, geographic area and headcount tables; basis note","Tax | US$9,460m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy19_consulting,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Advisory,consulting,,,,2018-07-01,2019-06-30,FY2019,2019,,"US$10,236 million",10236,,,US$ millions,USD_millions,millions,USD,10236,10236,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy19,"EY revenues by service line, geographic area and headcount tables; basis note","Advisory | US$10,236m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy19_strategy_and_transactions,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Transaction Advisory Services,strategy_and_transactions,,,,2018-07-01,2019-06-30,FY2019,2019,,"US$4,052 million",4052,,,US$ millions,USD_millions,millions,USD,4052,4052,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy19,"EY revenues by service line, geographic area and headcount tables; basis note","Transaction Advisory Services | US$4,052m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy20_assurance,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Assurance,assurance,,,,2019-07-01,2020-06-30,FY2020,2020,,"US$12,821 million",12821,,,US$ millions,USD_millions,millions,USD,12821,12821,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy20,EY FY20 June YTD Global revenues and headcount tables; Basis of presentation,"Assurance | US$12,821m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy20_tax,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Tax,tax,,,,2019-07-01,2020-06-30,FY2020,2020,,"US$9,765 million",9765,,,US$ millions,USD_millions,millions,USD,9765,9765,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy20,EY FY20 June YTD Global revenues and headcount tables; Basis of presentation,"Tax | US$9,765m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy20_consulting_original,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Advisory,consulting,,,,2019-07-01,2020-06-30,FY2020,2020,,"US$10,559 million",10559,,,US$ millions,USD_millions,millions,USD,10559,10559,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy20,EY FY20 June YTD Global revenues and headcount tables; Basis of presentation,"Advisory | US$10,559m",manual_web_or_pdf_transcription,5,5,verified_official,false,,Original FY20 service-line presentation; superseded by the FY21 comparator after a US$92m reclassification.
obs_ey_revenue_service_fy20_strategy_and_transactions_original,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Transaction Advisory Services,strategy_and_transactions,,,,2019-07-01,2020-06-30,FY2020,2020,,"US$4,089 million",4089,,,US$ millions,USD_millions,millions,USD,4089,4089,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy20,EY FY20 June YTD Global revenues and headcount tables; Basis of presentation,"Transaction Advisory Services | US$4,089m",manual_web_or_pdf_transcription,5,5,verified_official,false,,Original FY20 service-line presentation; superseded by the FY21 comparator after a US$92m reclassification.
obs_ey_revenue_service_fy21_assurance,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Assurance,assurance,,,,2020-07-01,2021-06-30,FY2021,2021,,"US$13,567 million",13567,,,US$ millions,USD_millions,millions,USD,13567,13567,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy21,EY FY21 June YTD Global revenues and headcount tables; Basis of presentation,"Assurance | US$13,567m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy21_tax,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Tax,tax,,,,2020-07-01,2021-06-30,FY2021,2021,,"US$10,467 million",10467,,,US$ millions,USD_millions,millions,USD,10467,10467,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy21,EY FY21 June YTD Global revenues and headcount tables; Basis of presentation,"Tax | US$10,467m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy21_consulting,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Consulting,consulting,,,,2020-07-01,2021-06-30,FY2021,2021,,"US$11,135 million",11135,,,US$ millions,USD_millions,millions,USD,11135,11135,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy21,EY FY21 June YTD Global revenues and headcount tables; Basis of presentation,"Consulting | US$11,135m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy21_strategy_and_transactions,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Strategy and Transactions,strategy_and_transactions,,,,2020-07-01,2021-06-30,FY2021,2021,,"US$4,790 million",4790,,,US$ millions,USD_millions,millions,USD,4790,4790,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy21,EY FY21 June YTD Global revenues and headcount tables; Basis of presentation,"Strategy and Transactions | US$4,790m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy22_assurance_original,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Assurance,assurance,,,,2021-07-01,2022-06-30,FY2022,2022,,"US$14,379 million",14379,,,US$ millions,USD_millions,millions,USD,14379,14379,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy22,EY FY22 June YTD Global revenues and headcount tables; Basis of presentation,"Assurance | US$14,379m",manual_web_or_pdf_transcription,5,5,verified_official,false,,Original FY22 perimeter; superseded by the FY23 comparator for like-for-like analysis.
obs_ey_revenue_service_fy22_tax_original,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Tax,tax,,,,2021-07-01,2022-06-30,FY2022,2022,,"US$11,294 million",11294,,,US$ millions,USD_millions,millions,USD,11294,11294,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy22,EY FY22 June YTD Global revenues and headcount tables; Basis of presentation,"Tax | US$11,294m",manual_web_or_pdf_transcription,5,5,verified_official,false,,Original FY22 perimeter; superseded by the FY23 comparator for like-for-like analysis.
obs_ey_revenue_service_fy22_consulting_original,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Consulting,consulting,,,,2021-07-01,2022-06-30,FY2022,2022,,"US$13,867 million",13867,,,US$ millions,USD_millions,millions,USD,13867,13867,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy22,EY FY22 June YTD Global revenues and headcount tables; Basis of presentation,"Consulting | US$13,867m",manual_web_or_pdf_transcription,5,5,verified_official,false,,Original FY22 perimeter; superseded by the FY23 comparator for like-for-like analysis.
obs_ey_revenue_service_fy22_strategy_and_transactions_original,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Strategy and Transactions,strategy_and_transactions,,,,2021-07-01,2022-06-30,FY2022,2022,,"US$5,880 million",5880,,,US$ millions,USD_millions,millions,USD,5880,5880,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy22,EY FY22 June YTD Global revenues and headcount tables; Basis of presentation,"Strategy and Transactions | US$5,880m",manual_web_or_pdf_transcription,5,5,verified_official,false,,Original FY22 perimeter; superseded by the FY23 comparator for like-for-like analysis.
obs_ey_revenue_service_fy23_assurance,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Assurance,assurance,,,,2022-07-01,2023-06-30,FY2023,2023,,"US$15,096 million",15096,,,US$ millions,USD_millions,millions,USD,15096,15096,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy23,EY FY23 June YTD Global revenues and headcount tables; Basis of presentation,"Assurance | US$15,096m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy23_tax,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Tax,tax,,,,2022-07-01,2023-06-30,FY2023,2023,,"US$12,088 million",12088,,,US$ millions,USD_millions,millions,USD,12088,12088,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy23,EY FY23 June YTD Global revenues and headcount tables; Basis of presentation,"Tax | US$12,088m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy23_consulting,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Consulting,consulting,,,,2022-07-01,2023-06-30,FY2023,2023,,"US$16,104 million",16104,,,US$ millions,USD_millions,millions,USD,16104,16104,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy23,EY FY23 June YTD Global revenues and headcount tables; Basis of presentation,"Consulting | US$16,104m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy23_strategy_and_transactions,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Strategy and Transactions,strategy_and_transactions,,,,2022-07-01,2023-06-30,FY2023,2023,,"US$6,066 million",6066,,,US$ millions,USD_millions,millions,USD,6066,6066,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy23,EY FY23 June YTD Global revenues and headcount tables; Basis of presentation,"Strategy and Transactions | US$6,066m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy24_assurance,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Assurance,assurance,,,,2023-07-01,2024-06-30,FY2024,2024,,"US$17,299 million",17299,,,US$ millions,USD_millions,millions,USD,17299,17299,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy24,EY FY24 June YTD Global revenues and headcount tables; Basis of presentation,"Assurance | US$17,299m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy24_tax,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Tax,tax,,,,2023-07-01,2024-06-30,FY2024,2024,,"US$12,080 million",12080,,,US$ millions,USD_millions,millions,USD,12080,12080,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy24,EY FY24 June YTD Global revenues and headcount tables; Basis of presentation,"Tax | US$12,080m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy24_consulting,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Consulting,consulting,,,,2023-07-01,2024-06-30,FY2024,2024,,"US$15,606 million",15606,,,US$ millions,USD_millions,millions,USD,15606,15606,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy24,EY FY24 June YTD Global revenues and headcount tables; Basis of presentation,"Consulting | US$15,606m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy24_strategy_and_transactions,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Strategy and Transactions,strategy_and_transactions,,,,2023-07-01,2024-06-30,FY2024,2024,,"US$6,236 million",6236,,,US$ millions,USD_millions,millions,USD,6236,6236,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy24,EY FY24 June YTD Global revenues and headcount tables; Basis of presentation,"Strategy and Transactions | US$6,236m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy25_assurance,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Assurance,assurance,,,,2024-07-01,2025-06-30,FY2025,2025,,"US$17,877 million",17877,,,US$ millions,USD_millions,millions,USD,17877,17877,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy25,EY FY25 June YTD Global revenues and headcount tables; Basis of presentation,"Assurance | US$17,877m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy25_tax,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Tax,tax,,,,2024-07-01,2025-06-30,FY2025,2025,,"US$12,707 million",12707,,,US$ millions,USD_millions,millions,USD,12707,12707,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy25,EY FY25 June YTD Global revenues and headcount tables; Basis of presentation,"Tax | US$12,707m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy25_consulting,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Consulting,consulting,,,,2024-07-01,2025-06-30,FY2025,2025,,"US$16,400 million",16400,,,US$ millions,USD_millions,millions,USD,16400,16400,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy25,EY FY25 June YTD Global revenues and headcount tables; Basis of presentation,"Consulting | US$16,400m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy25_strategy_and_transactions,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Strategy and Transactions,strategy_and_transactions,,,,2024-07-01,2025-06-30,FY2025,2025,,"US$6,235 million",6235,,,US$ millions,USD_millions,millions,USD,6235,6235,,,,,reported,reported,Combined global member-firm revenue attributed to the service line named in the source.,,,,,,src_ey_fy25,EY FY25 June YTD Global revenues and headcount tables; Basis of presentation,"Strategy and Transactions | US$6,235m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_service_fy20_consulting_restated_fy21,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Consulting,consulting,,,,2019-07-01,2020-06-30,FY2020,2020,,"US$10,467 million",10467,,,US$ millions,USD_millions,millions,USD,10467,10467,,,,,reported,reported,FY20 service-line comparator presented under the FY21 Consulting and Strategy and Transactions structure.,,,,,,src_ey_fy21,EY FY21 June YTD Global revenues and headcount tables; Basis of presentation,"FY20 Consulting comparator | US$10,467m",manual_web_or_pdf_transcription,5,5,verified_official,true,obs_ey_revenue_service_fy20_consulting_original,FY21 source reclassified US$92m of FY20 revenue from Consulting to Strategy and Transactions.
obs_ey_revenue_service_fy20_strategy_and_transactions_restated_fy21,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Strategy and Transactions,strategy_and_transactions,,,,2019-07-01,2020-06-30,FY2020,2020,,"US$4,181 million",4181,,,US$ millions,USD_millions,millions,USD,4181,4181,,,,,reported,reported,FY20 service-line comparator presented under the FY21 Consulting and Strategy and Transactions structure.,,,,,,src_ey_fy21,EY FY21 June YTD Global revenues and headcount tables; Basis of presentation,"FY20 Strategy and Transactions comparator | US$4,181m",manual_web_or_pdf_transcription,5,5,verified_official,true,obs_ey_revenue_service_fy20_strategy_and_transactions_original,FY21 source reclassified US$92m of FY20 revenue from Consulting to Strategy and Transactions.
obs_ey_revenue_service_fy22_assurance_restated_fy23,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Assurance,assurance,,,,2021-07-01,2022-06-30,FY2022,2022,,"US$14,282 million",14282,,,US$ millions,USD_millions,millions,USD,14282,14282,,,,,reported,reported,FY22 service-line comparator restated to exclude units no longer part of EY operations in FY23.,,,,,,src_ey_fy23,EY FY23 June YTD Global revenues and headcount tables; Basis of presentation,"FY22 restated Assurance | US$14,282m",manual_web_or_pdf_transcription,5,5,verified_official,true,obs_ey_revenue_service_fy22_assurance_original,Use this version for like-for-like comparison with FY23.
obs_ey_revenue_service_fy22_tax_restated_fy23,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Tax,tax,,,,2021-07-01,2022-06-30,FY2022,2022,,"US$11,240 million",11240,,,US$ millions,USD_millions,millions,USD,11240,11240,,,,,reported,reported,FY22 service-line comparator restated to exclude units no longer part of EY operations in FY23.,,,,,,src_ey_fy23,EY FY23 June YTD Global revenues and headcount tables; Basis of presentation,"FY22 restated Tax | US$11,240m",manual_web_or_pdf_transcription,5,5,verified_official,true,obs_ey_revenue_service_fy22_tax_original,Use this version for like-for-like comparison with FY23.
obs_ey_revenue_service_fy22_consulting_restated_fy23,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Consulting,consulting,,,,2021-07-01,2022-06-30,FY2022,2022,,"US$13,795 million",13795,,,US$ millions,USD_millions,millions,USD,13795,13795,,,,,reported,reported,FY22 service-line comparator restated to exclude units no longer part of EY operations in FY23.,,,,,,src_ey_fy23,EY FY23 June YTD Global revenues and headcount tables; Basis of presentation,"FY22 restated Consulting | US$13,795m",manual_web_or_pdf_transcription,5,5,verified_official,true,obs_ey_revenue_service_fy22_consulting_original,Use this version for like-for-like comparison with FY23.
obs_ey_revenue_service_fy22_strategy_and_transactions_restated_fy23,global_revenue_service_line,EY,ent_ey_global,EY global organization,global_network,Global,,,Strategy and Transactions,strategy_and_transactions,,,,2021-07-01,2022-06-30,FY2022,2022,,"US$5,848 million",5848,,,US$ millions,USD_millions,millions,USD,5848,5848,,,,,reported,reported,FY22 service-line comparator restated to exclude units no longer part of EY operations in FY23.,,,,,,src_ey_fy23,EY FY23 June YTD Global revenues and headcount tables; Basis of presentation,"FY22 restated Strategy and Transactions | US$5,848m",manual_web_or_pdf_transcription,5,5,verified_official,true,obs_ey_revenue_service_fy22_strategy_and_transactions_original,Use this version for like-for-like comparison with FY23.
